month_year,facility_id,Prod Vol Non-Concentrate (kL),Prod Vol Concentrate (kg),Prod Vol Non-Concentrate as Final Bev (kL)
May 2023,90622,,,
Jul 2023,252,,,
Nov 2023,90947,,,
Aug 2023,90797,,,
Sep 2023,90686,,,
Nov 2023,91205,,,
May 2023,90041,0.0000,,0.0000
Jun 2023,90279,,,
May 2023,90841,,,
Jul 2023,90516,,,
Dec 2023,90974,,,
Oct 2023,90290,,,
May 2023,90539,,,
Jun 2023,9615,13919.8490,,13919.8490
Dec 2023,90193,0.0000,,0.0000
Dec 2023,82052,,,
Nov 2023,91104,,,
Apr 2023,91146,,,
Jan 2023,91188,,,
Apr 2023,90929,,,
Feb 2023,90925,,,
Sep 2023,90808,,,
Jul 2023,544,23456.4815,,23456.4815
Dec 2023,91130,,,
Feb 2023,4908,11954.8600,,11954.8600
May 2023,54,120.3200,,120.3200
Jul 2023,81750,,,
Feb 2023,7524,25152.0000,,25152.0000
Dec 2023,90878,0.0000,,0.0000
Jun 2023,81856,,,
Jul 2023,4509,14060.9370,,14060.9370
Mar 2023,503,774.3888,,774.3888
Aug 2023,2800,18836.1200,,19442.1100
Feb 2023,6723,24856.0150,,24856.0150
Feb 2023,81763,,,
Jun 2023,90041,0.0000,,0.0000
Jan 2023,91022,,,
Feb 2023,9131,35289.2120,,35289.2120
Jun 2023,6821,2756.1470,,2756.1470
Aug 2023,82051,,,
Dec 2023,91115,,,
Feb 2023,6219,15161.0000,,15161.0000
Jun 2023,261,8161.0280,,8161.0280
Dec 2023,5632,5097.1185,,5097.1185
Feb 2023,90624,,,
Mar 2023,5238,21007.1630,,21075.3270
Nov 2023,4507,7438.0000,,7438.0000
Oct 2023,90453,,,
Aug 2023,90483,1961.2188,,1961.2188
Aug 2023,7991,63701.4243,,63701.4243
Dec 2023,6631,61221.2160,,61221.2160
Nov 2023,90461,,,
Jan 2023,407,1000.4340,,1000.4340
Apr 2023,2283,11356.8260,,11356.8260
Jun 2023,7209,39290.3977,,39290.3977
Jul 2023,81858,,,
Jul 2023,90212,,,
Dec 2023,91185,,,
May 2023,90451,,,
Jan 2023,82861,,,
Feb 2023,90829,,,
Aug 2023,91163,5005.6128,,5005.6128
Aug 2023,91201,0.0000,,0.0000
Jan 2023,90589,,,
Jul 2023,91153,2233.3930,,2233.3930
Feb 2023,81896,,,
Jun 2023,90776,0.0000,,0.0000
Apr 2023,7112,38681.3742,,38681.3742
Jan 2023,90592,,,
Mar 2023,8207,2117.9770,,2117.9770
Oct 2023,609,21987.0990,,21987.0990
Sep 2023,90937,,,
Jun 2023,90080,,,
Jul 2023,82010,,,
Oct 2023,90480,,,
Oct 2023,6723,29985.9800,,29985.9800
Dec 2023,91161,0.0000,,0.0000
Jan 2023,9175,10519.0943,,10763.2007
May 2023,9176,75.2600,,75.2600
Feb 2023,91164,,,
Dec 2023,89975,6048.1420,,6048.1420
Feb 2023,90260,,,
Apr 2023,91123,,,
Sep 2023,90152,,,
Apr 2023,90273,,,
Dec 2023,10214,,1142659.0000,0.0000
Feb 2023,5631,12090.0000,,12090.0000
Jul 2023,90314,,,
Jul 2023,81681,,,
Dec 2023,8669,116.9465,,116.9465
Jun 2023,90423,0.0000,,0.0000
Mar 2023,90826,,,
May 2023,90865,5138.4600,,5138.4600
Jan 2023,90685,,,
Feb 2023,2431,6044.0550,,6044.0550
May 2023,6647,8433.4600,,8433.4600
Apr 2023,90739,,,
Aug 2023,6423,13803.1670,,13803.1670
Sep 2023,7296,0.0000,,0.0000
Mar 2023,4803,21729.4650,,21729.4650
Dec 2023,82046,,,
Mar 2023,90054,11140.0000,,11140.0000
Oct 2023,843,14672.8410,,14672.8410
Apr 2023,91047,,,
Oct 2023,90866,1616.3600,,1616.3600
Dec 2023,2926,4234.1500,,4234.1500
Jun 2023,10116,,,
Feb 2023,81978,,,
Apr 2023,4218,16145.3930,,16145.3930
Jun 2023,9235,4366.8456,,4366.8456
Sep 2023,89943,,,
Feb 2023,81958,,,
Sep 2023,6711,29277.8200,,29277.8200
Mar 2023,90943,,,
Mar 2023,90409,,,
Feb 2023,90809,,,
Oct 2023,90884,,,
Mar 2023,81854,,,
Aug 2023,80798,,,
Nov 2023,90263,,,
Nov 2023,90454,,,
Apr 2023,2837,22117.6324,,22117.6324
Nov 2023,11162,,,
Jun 2023,8491,36958.0000,,36958.0000
Dec 2023,90198,0.0000,,0.0000
May 2023,91053,,,
Apr 2023,91050,,,
Mar 2023,89999,2265.3890,,2265.3890
Jun 2023,4007,37138.3470,,37138.3470
Dec 2023,90124,,,
Nov 2023,90375,,,
Oct 2023,90970,,,
Sep 2023,90818,0.0000,,0.0000
Jul 2023,90020,0.0000,,0.0000
Aug 2023,91212,,,
Sep 2023,90622,,,
Jun 2023,11162,,,
Nov 2023,90642,0.0000,,0.0000
May 2023,90301,,,
Jul 2023,81374,,,
Aug 2023,9634,0.0000,,0.0000
Mar 2023,90277,,,
Feb 2023,90016,49.9130,,49.9130
Aug 2023,90760,,,
Dec 2023,11124,,,
Oct 2023,81894,,,
Aug 2023,8423,21259.0000,,21743.0000
Jun 2023,6620,70646.0000,,72996.0000
May 2023,1906,20274.4551,,20558.0183
Sep 2023,91136,,,
Jul 2023,2936,12400.3300,,12400.3300
Jan 2023,82729,,,
Mar 2023,90380,,,
Sep 2023,415,11266.0248,,11266.0248
Sep 2023,4511,4872.3753,,4872.3753
Feb 2023,81839,,,
Feb 2023,640,26084.3590,,26084.3590
Jun 2023,5626,925.8540,,925.8540
Jan 2023,81860,,,
Dec 2023,90470,,,
Feb 2023,90617,,,
Dec 2023,90908,,,
Feb 2023,1208,0.0000,,0.0000
Jan 2023,89959,,,
Feb 2023,6706,10688.3600,,10688.3600
Oct 2023,90712,,,
Nov 2023,8401,21408.0000,,21408.0000
Mar 2023,90798,,,
Nov 2023,7988,15903.0550,,15903.0550
Nov 2023,7437,16034.0788,,16034.0788
Dec 2023,82850,,,
Dec 2023,90707,,,
Oct 2023,90783,0.0000,,0.0000
Feb 2023,840,9634.4530,,9729.3890
Apr 2023,81939,,,
Aug 2023,90276,,,
Aug 2023,82884,,,
Oct 2023,3818,2777.4084,,2777.4084
Oct 2023,90343,,,
Apr 2023,81949,,,
Oct 2023,2919,7695.3560,,7834.8200
Aug 2023,5279,29498.6598,,32771.1828
Sep 2023,90045,0.0000,,0.0000
Jun 2023,5415,16742.0000,,16742.0000
Jul 2023,82938,,,
Jun 2023,91013,,,
Dec 2023,415,11322.6678,,11322.6678
Apr 2023,5420,440.0000,,452.0000
Jul 2023,6839,5396.7000,,5396.7000
Nov 2023,9186,2618.4228,,2618.4228
Nov 2023,3817,16471.0140,,16534.0860
Nov 2023,91109,,,
Sep 2023,82917,,,
Mar 2023,90767,10312.8970,,10312.8970
Dec 2023,9540,30786.0678,,30786.0678
Jun 2023,90573,,,
Jun 2023,6694,70180.0506,,70180.0506
Apr 2023,3677,13097.0944,,15263.1764
Jan 2023,7861,4813.5881,,4813.5881
Feb 2023,90242,,,
Sep 2023,2431,7620.9290,,7620.9290
Aug 2023,11123,,,
Mar 2023,2627,9936.0230,,11889.5510
Jan 2023,81847,,,
Nov 2023,90589,,,
Feb 2023,90284,,,
Apr 2023,90023,0.0000,,0.0000
Mar 2023,9251,21479.6470,,21479.6470
Apr 2023,82007,,,
May 2023,90422,17372.5181,,17372.5181
May 2023,7513,27052.7141,,27052.7141
Mar 2023,91198,,50000.0000,0.0000
Jan 2023,90227,,,
Jun 2023,81899,,,
Jun 2023,90853,,,
Feb 2023,6408,23256.4202,,23504.6230
Dec 2023,7209,25592.2490,,25592.2490
Aug 2023,2615,82405.3440,,88017.9510
Feb 2023,90368,,,
Oct 2023,90603,,,
Mar 2023,11124,,,
Aug 2023,82048,,,
Dec 2023,9607,10391.5510,,10391.5510
Sep 2023,90545,,,
Jan 2023,90590,,,
Oct 2023,90999,,,
May 2023,81372,,,
Apr 2023,82002,,,
Feb 2023,81401,,3101771.0000,0.0000
Aug 2023,90933,,,
Oct 2023,90975,,,
Sep 2023,90300,,,
Mar 2023,6832,7401.7000,,7401.7000
Jun 2023,9251,23965.7660,,23965.7660
Feb 2023,740,581.3160,,665.5930
Apr 2023,89975,4097.1878,,4097.1878
Nov 2023,90449,,,
Apr 2023,3628,37195.3583,,37964.2464
Mar 2023,90971,,,
Mar 2023,90067,,,
Dec 2023,90223,0.0000,,0.0000
Jul 2023,90167,0.0000,,0.0000
May 2023,90421,,,
Aug 2023,90682,,,
Jan 2023,1313,10815.5040,,13080.5040
Aug 2023,81806,,,
Mar 2023,3817,44699.2180,,45534.1560
Oct 2023,90555,,,
Apr 2023,10115,,,
Aug 2023,7166,18419.0983,,18419.0983
Apr 2023,91053,,,
Jul 2023,90251,,,
Aug 2023,90165,0.0000,,0.0000
Oct 2023,90333,,,
Jul 2023,90864,26033.9310,,26033.9310
Feb 2023,90488,0.0000,,0.0000
Feb 2023,90448,,,
May 2023,90311,,,
Mar 2023,81863,,,
Sep 2023,89992,,,
Mar 2023,90312,,,
Feb 2023,91058,,,
Jul 2023,81871,,,
Oct 2023,81992,,,
May 2023,90522,,,
Apr 2023,81398,,469583.5080,0.0000
Aug 2023,90194,,,
May 2023,9423,414.2800,,414.2800
Jul 2023,90280,,,
Sep 2023,81830,,,
Jul 2023,90285,,,
Aug 2023,81901,,,
Jul 2023,90319,,,
Aug 2023,81993,,,
Mar 2023,90384,,,
Nov 2023,81941,,,
Mar 2023,81827,,,
Dec 2023,91146,,,
Mar 2023,90256,,,
Apr 2023,81870,,,
Jun 2023,82834,,,
Jul 2023,825,6296.5590,,6296.5590
Feb 2023,82891,,,
Nov 2023,81951,,,
Jan 2023,81857,,,
Aug 2023,90999,,,
Nov 2023,5247,45395.1100,,45395.1100
Jan 2023,90146,104.6046,,104.6046
Sep 2023,81931,,,
Apr 2023,9124,4365.2723,,4552.2553
Jan 2023,81769,,,
Dec 2023,8914,4202.0270,,4202.0270
Apr 2023,6632,18648.5100,,20346.0200
Sep 2023,91107,0.0076,,0.0076
Feb 2023,90021,0.0000,,0.0000
Nov 2023,2829,462.0200,,474.3600
Sep 2023,90714,,,
Feb 2023,5266,4401.1551,,4401.1551
Jul 2023,91164,,,
Jan 2023,81349,,,
Apr 2023,5431,18440.0000,,18440.0000
May 2023,1903,58552.5089,,59632.3603
May 2023,8822,16032.1785,,16043.0895
Oct 2023,82720,,,
Oct 2023,89970,,,
Aug 2023,6658,63323.0000,,67775.0000
Dec 2023,2871,2682.3460,,2682.3460
Feb 2023,6402,85.2690,,85.2690
Oct 2023,90617,,,
Jan 2023,90006,0.0000,,0.0000
Feb 2023,82595,,,
Jan 2023,3626,602.7960,,602.7960
Dec 2023,82705,,,
Mar 2023,82722,,,
Feb 2023,90256,,,
May 2023,81916,,,
Apr 2023,90274,,,
Jan 2023,89965,,,
Mar 2023,90709,,,
Feb 2023,6640,4308.4587,,4354.1846
Nov 2023,82580,,,
Mar 2023,7933,23908.4186,,23908.4186
Aug 2023,82018,,,
Nov 2023,2633,37918.1360,,40200.1480
Oct 2023,90319,,,
Jul 2023,90715,,,
May 2023,9228,5107.4280,,6010.4398
Aug 2023,91146,,,
Apr 2023,82932,,,
Mar 2023,2418,1598.4110,,1598.4110
Oct 2023,82704,,,
Jul 2023,5614,20883.8350,,20883.8350
Sep 2023,7222,27480.6112,,27480.6112
Sep 2023,5296,61223.8054,,69957.8767
Apr 2023,90022,0.0000,,0.0000
Aug 2023,7832,21506.0000,,21506.0000
May 2023,81898,,,
Jul 2023,405,1345.1000,,1345.1000
Apr 2023,81855,,,
Mar 2023,90586,,,
Jun 2023,6674,22525.5000,,22525.5000
Aug 2023,91153,1854.8518,,1854.8518
Jul 2023,80793,,,
Feb 2023,91216,,,
Feb 2023,6682,18705.5000,,18705.5000
Sep 2023,8433,15144.0000,,22354.0000
Oct 2023,3099,5343.5400,,5343.5400
Dec 2023,90150,0.0000,,0.0000
Nov 2023,91189,,,
Oct 2023,82914,,,
Oct 2023,90150,0.0000,,0.0000
Aug 2023,90698,,,
Jan 2023,802,9368.6180,,9368.6190
Nov 2023,55,3823.4000,,3823.4000
Jul 2023,90941,,,
May 2023,7242,69008.0034,,69008.0034
Feb 2023,7969,0.0000,,0.0000
Oct 2023,90507,,,
Jan 2023,90872,,,
Aug 2023,2912,22170.2214,,22170.2214
Oct 2023,8915,0.0000,,0.0000
Jul 2023,91125,,,
Nov 2023,81984,,,
Apr 2023,91170,,,
Apr 2023,81361,,,
Mar 2023,423,5211.0000,,5211.0000
Oct 2023,91039,0.0000,,0.0000
Feb 2023,81970,,,
Jan 2023,82892,,,
Aug 2023,90464,,,
Aug 2023,82917,,,
Nov 2023,8675,116.9465,,116.9465
Apr 2023,80838,,,
Oct 2023,91135,,,
Oct 2023,3073,14588.0690,,14639.6120
Aug 2023,90261,,,
Apr 2023,90526,,,
Sep 2023,90581,,,
May 2023,90872,,,
Nov 2023,81864,,,
Feb 2023,90246,,,
Jul 2023,90838,,,
Jan 2023,90300,,,
Sep 2023,90815,0.0000,,0.0000
Jun 2023,90712,,,
Aug 2023,8205,4076.9261,,4076.9261
Nov 2023,90235,,,
Apr 2023,90675,,,
Sep 2023,90325,,,
May 2023,90383,,,
Jun 2023,82894,,,
Dec 2023,82924,,,
Apr 2023,81917,,,
Oct 2023,91136,,,
Jul 2023,9179,6426.3010,,6426.3010
Jul 2023,804,5993.4840,,5993.4840
Oct 2023,90486,0.0000,,0.0000
Nov 2023,7843,7696.2224,,7696.2224
Nov 2023,90558,,,
Jun 2023,91003,,,
Apr 2023,90566,,,
Nov 2023,82049,,,
Jun 2023,81855,,,
Mar 2023,90851,,,
Jun 2023,90713,,,
May 2023,4414,0.0000,,0.0000
Sep 2023,9425,13.2960,,13.2960
Jun 2023,90852,,,
Jan 2023,9634,0.0000,,0.0000
Apr 2023,81500,,,
Sep 2023,90794,0.0000,,0.0000
Aug 2023,81619,,,
Feb 2023,91100,,,
Aug 2023,81885,,,
May 2023,81365,,,
May 2023,90681,,,
Aug 2023,90333,,,
Feb 2023,9551,147.1305,,941.6353
Mar 2023,90318,,,
Aug 2023,90297,,,
Jul 2023,81824,,,
Jul 2023,89953,,,
Sep 2023,90703,,,
Jun 2023,632,4028.0000,,4028.0000
Jul 2023,91030,,,
Apr 2023,7011,10973.4770,,10973.4770
Mar 2023,90475,,,
Sep 2023,90474,,,
Jun 2023,91189,,,
Oct 2023,3606,3095.2350,,3095.2350
Jul 2023,90893,,,
May 2023,7347,0.0000,,0.0000
Jun 2023,81684,,,
Aug 2023,81967,,,
Jun 2023,91091,0.0000,,0.0000
Mar 2023,89989,,,
Aug 2023,82021,,,
Sep 2023,6694,65040.2448,,65040.2448
Oct 2023,80846,,,
Jul 2023,81943,,,
Dec 2023,90283,,,
Apr 2023,90741,,,
Jan 2023,90847,,,
Oct 2023,3248,0.0000,,0.0000
Mar 2023,91147,,,
Mar 2023,90627,,,
Jul 2023,90634,,,
Dec 2023,82900,,,
Jul 2023,2938,0.0000,,0.0000
Aug 2023,91096,,,
Nov 2023,90001,0.0000,,0.0000
Jul 2023,90563,,,
Jan 2023,91178,,,
Mar 2023,82008,,,
Dec 2023,81496,,,
Nov 2023,90154,0.0000,,0.0000
Feb 2023,90295,,,
Jan 2023,91186,,,
Jun 2023,90517,,,
Jul 2023,90897,,,
Aug 2023,5412,,,
Mar 2023,91209,,,
Feb 2023,91195,,,
Feb 2023,91083,,,
Apr 2023,91062,,,
May 2023,7395,23906.2423,,23906.2423
Sep 2023,91095,0.0000,,0.0000
Feb 2023,81903,,,
May 2023,81899,,,
Jan 2023,7984,27124.0237,,27124.0237
Oct 2023,7323,18063.2696,,18063.2696
Dec 2023,89966,,,
Jan 2023,90299,,,
May 2023,4803,19525.6220,,19525.6220
Dec 2023,9143,37450.5320,,37641.8720
Mar 2023,9201,7883.1590,,7960.6870
Jan 2023,2735,16227.2810,,16227.2810
Nov 2023,57,0.0000,,0.0000
Sep 2023,4805,19223.3690,,19223.3690
Jun 2023,6206,13742.6000,,14279.8000
Jun 2023,8657,34282.1000,,42554.8700
Jun 2023,533,4081.5648,,4081.5648
Apr 2023,90543,,,
Aug 2023,91213,,,
Feb 2023,90440,,,
Oct 2023,90406,,,
Nov 2023,4511,6011.8243,,6011.8243
May 2023,90401,,,
Jul 2023,716,15304.0680,,15304.0680
Feb 2023,81374,,,
Oct 2023,82052,,,
Jan 2023,11164,,,
Aug 2023,90982,,,
Sep 2023,744,1090.3756,,1090.3756
Nov 2023,90950,,,
Jan 2023,82840,,,
May 2023,4208,27560.2030,,27560.2030
Oct 2023,90438,,,
Jan 2023,7872,18684.4708,,18684.4708
Mar 2023,90882,,,
Jul 2023,9537,19331.3280,,19331.3280
May 2023,89957,,,
Oct 2023,90345,,,
May 2023,744,2258.5731,,2258.5731
Aug 2023,8701,136.3522,,136.3522
Sep 2023,90799,1608.5990,,1608.5990
May 2023,81875,,,
Oct 2023,81947,,,
Oct 2023,28,5324.1900,,5324.1900
Nov 2023,90361,,,
Mar 2023,91160,8568.2969,,8568.2969
Mar 2023,501,14735.7080,,14735.7080
Dec 2023,719,34075.8370,,34075.8370
Sep 2023,91111,829.3022,,829.3022
Dec 2023,8023,119799.7522,,119799.7522
Feb 2023,7849,23005.1700,,23005.1700
Dec 2023,90724,,,
Mar 2023,90750,,,
Jul 2023,82855,,,
Dec 2023,4809,5689.3310,,5689.3310
Jul 2023,10186,1992.9480,,1992.9480
Aug 2023,9060,1011.8280,,1011.8280
Jul 2023,82713,,,
Mar 2023,505,11002.3695,,11002.3695
Jun 2023,82845,,,
Jan 2023,7608,11120.7979,,11120.7979
Jun 2023,257,47850.2000,,47850.2000
Sep 2023,90600,,,
Sep 2023,7001,40663.0000,,40663.0000
Apr 2023,2430,12109.7670,,12109.7670
Jul 2023,7191,0.0000,,0.0000
Jun 2023,91159,,,
Aug 2023,250,,,
Sep 2023,2331,10270.9130,,26252.4350
Feb 2023,91126,,,
Nov 2023,90978,,,
Aug 2023,91058,,,
Jan 2023,81392,,997338.9600,0.0000
Nov 2023,90792,0.0000,,0.0000
Dec 2023,82964,,,
Jul 2023,82020,,,
Dec 2023,3870,3627.5300,,3627.5300
Feb 2023,90370,426.9690,,426.9690
Jun 2023,551,11983.7160,,11983.7160
May 2023,9400,21242.5251,,21242.5251
Dec 2023,7736,51893.4379,,51893.4379
Aug 2023,90435,,,
Nov 2023,90413,,,
Aug 2023,90414,,,
Mar 2023,91074,4316.3536,,4316.3536
Oct 2023,2639,1250.5000,,1250.5000
Nov 2023,6202,6846.7550,,6871.3580
Apr 2023,82706,,,
Feb 2023,90251,,,
Dec 2023,91113,,,
Sep 2023,80839,,,
Aug 2023,81945,,,
Jan 2023,9212,2167.1372,,2601.0553
Jan 2023,91063,,,
Apr 2023,90067,,,
Sep 2023,90655,,,
Aug 2023,90817,0.0000,,0.0000
Jan 2023,90226,,,
May 2023,91126,,,
Sep 2023,90317,,,
Jun 2023,81828,,,
Mar 2023,90245,,,
Feb 2023,89978,,,
Apr 2023,91173,,,
Jan 2023,91172,,,
Apr 2023,90372,,,
Aug 2023,9164,3602.9520,,3602.9520
Oct 2023,82905,,,
Aug 2023,82029,,,
Sep 2023,90579,,,
May 2023,90287,,,
Apr 2023,9206,3681.3850,,3681.3850
Apr 2023,81396,,4360600.0000,0.0000
Jun 2023,82021,,,
Oct 2023,81867,,,
Oct 2023,90935,,,
Mar 2023,90668,,,
Dec 2023,81889,,,
Feb 2023,90411,,,
Nov 2023,540,8023.2494,,8023.2494
Feb 2023,90654,,,
Nov 2023,7399,16742.5016,,16742.5016
Feb 2023,90865,3802.4400,,3802.4400
Oct 2023,5625,1100.2000,,1100.2000
Aug 2023,3477,3091.9188,,3091.9188
Aug 2023,2833,4149.6960,,4149.6960
Aug 2023,8460,25498.0000,,25498.0000
Jan 2023,90689,,,
Jul 2023,90668,,,
Aug 2023,90465,,,
Sep 2023,90972,,,
Apr 2023,90940,,,
Jul 2023,90456,,,
Aug 2023,90169,,,
Jun 2023,8835,43815.5840,,44975.3700
Jun 2023,90770,,,
Jan 2023,82906,,,
Feb 2023,3626,746.5200,,746.5200
Jan 2023,4414,0.0000,,0.0000
Sep 2023,89944,,,
Sep 2023,90023,0.0000,,0.0000
Aug 2023,90421,,,
Aug 2023,89992,,,
Apr 2023,90387,,,
Mar 2023,81750,,,
Aug 2023,6839,5455.2400,,5455.2400
Oct 2023,543,8714.8950,,8714.8950
Apr 2023,82910,,,
Nov 2023,7103,22948.1132,,22948.1132
Dec 2023,5606,67209.4975,,67209.4975
May 2023,3016,52963.6028,,58374.3172
Jan 2023,11118,,,
Oct 2023,8450,249.4920,,249.4920
Jul 2023,2331,9920.7030,,22385.0530
Jan 2023,1606,28055.0000,,29751.0000
Sep 2023,90685,,,
Jul 2023,91217,,,
May 2023,8420,534.4620,,534.4620
Aug 2023,90477,,,
Mar 2023,81378,,,
Nov 2023,810,21299.6080,,24401.9680
Aug 2023,82873,,,
Jun 2023,90518,,,
Oct 2023,90169,,,
Apr 2023,73,1231.0870,,1231.0870
Sep 2023,9133,43835.7540,,45231.0140
Aug 2023,10205,25993.0000,,26136.0000
Sep 2023,90800,0.0000,,0.0000
May 2023,430,2863.1140,,2863.1140
Sep 2023,7537,27205.0000,,27205.0000
Jul 2023,5045,4646.4207,,4646.4207
Oct 2023,2471,0.0000,,0.0000
Mar 2023,90755,,,
Feb 2023,90750,,,
Dec 2023,8201,24133.7408,,26043.3848
Nov 2023,62,1659.6110,,1659.6110
Sep 2023,81985,,,
Apr 2023,9606,8666.4760,,8666.4760
Nov 2023,81391,,139977.2700,0.0000
Oct 2023,91053,,,
Feb 2023,3085,9904.4160,,9922.6930
Apr 2023,8421,6083.0000,,12153.0000
May 2023,5804,55583.4317,,59828.6093
Feb 2023,6831,18053.7900,,18053.7900
May 2023,90982,,,
Feb 2023,8201,30357.7493,,31663.8013
Nov 2023,91017,,,
Dec 2023,90692,,,
May 2023,90827,,,
Mar 2023,90912,10879.6940,,10879.6940
Jun 2023,82035,,,
Jul 2023,90579,,,
Jul 2023,90249,,,
Dec 2023,81402,,2025259.0000,0.0000
May 2023,90211,499.4760,,499.4760
Feb 2023,91203,,,
Oct 2023,89971,,,
Nov 2023,81396,,4015841.0000,0.0000
Oct 2023,90651,,,
Feb 2023,2828,23442.7852,,23512.2702
Jan 2023,81933,,,
Apr 2023,8009,4394.8002,,4394.8002
May 2023,91119,,,
Jan 2023,90714,,,
Jan 2023,2919,6496.4240,,6653.6620
Feb 2023,90554,,,
Jul 2023,81931,,,
Dec 2023,91196,,,
Dec 2023,7906,16690.1390,,16690.1390
Nov 2023,5279,30057.5643,,33205.9485
Sep 2023,90337,,,
Apr 2023,7843,6242.7353,,6242.7353
Jul 2023,1940,7416.6960,,7416.6960
Sep 2023,1966,2353.0410,,2353.0410
Nov 2023,82907,,,
Feb 2023,82932,,,
Aug 2023,7323,24325.4044,,24325.4044
Dec 2023,11147,,,
Dec 2023,7908,19355.5920,,19355.5920
Nov 2023,81818,,,
Jun 2023,6677,31005.0899,,31005.0899
Jun 2023,81383,,16400137.0000,0.0000
May 2023,82834,,,
Jul 2023,7390,14398.5027,,14398.5027
Jan 2023,90340,,,
Jan 2023,81997,,,
Jun 2023,3047,0.0000,,0.0000
May 2023,90002,0.0000,,0.0000
Mar 2023,8004,9919.5787,,9919.5787
May 2023,82703,,,
May 2023,7308,0.0000,,0.0000
Dec 2023,81358,,,
Feb 2023,81886,,,
Aug 2023,91018,0.0000,,0.0000
Oct 2023,91060,,,
Feb 2023,81454,,,
Dec 2023,90716,,,
Nov 2023,81797,,,
Feb 2023,89983,,,
Oct 2023,89968,,,
Nov 2023,8434,12028.0000,,12028.0000
Jan 2023,3117,16810.3179,,16810.3179
Nov 2023,90045,0.0000,,0.0000
Jan 2023,8461,8286.0000,,8286.0000
Feb 2023,81850,,,
Nov 2023,90455,,,
Mar 2023,2289,14321.7000,,14321.7000
Mar 2023,90479,,,
Oct 2023,90494,,,
Jun 2023,90811,,,
Jul 2023,89969,,,
Jun 2023,90228,,,
Jun 2023,6642,0.0000,,0.0000
Apr 2023,90522,,,
Jul 2023,10214,,1754772.0000,0.0000
Feb 2023,90843,,,
Jan 2023,90060,,,
Jul 2023,90907,,,
Sep 2023,89987,,,
Dec 2023,90202,0.0000,,0.0000
Feb 2023,81967,,,
Feb 2023,9117,18120.3012,,18120.3012
May 2023,6686,108500.9323,,109723.8331
Apr 2023,5412,,,
Apr 2023,90647,,,
Mar 2023,10115,,,
Oct 2023,3417,44501.5865,,68746.4805
Feb 2023,90958,,,
May 2023,90839,,,
Feb 2023,82592,,,
Feb 2023,8512,984.8165,,6302.8258
May 2023,80444,,,
Mar 2023,90258,,,
Sep 2023,6676,62168.0000,,62168.0000
Jun 2023,90150,0.0000,,0.0000
Nov 2023,90868,1918.7000,,1918.7000
May 2023,82588,,,
Nov 2023,6401,7065.4790,,7067.1330
Aug 2023,5241,15801.7305,,16039.6117
Aug 2023,81403,,2108177.1000,0.0000
Dec 2023,9132,24746.4640,,25320.8660
Mar 2023,3108,82674.6171,,82674.6171
Jan 2023,90761,,,
Apr 2023,9202,21260.5586,,23215.6586
Oct 2023,9190,10087.1090,,10087.1090
Jan 2023,261,8125.2430,,8125.2430
Mar 2023,90260,,,
Jul 2023,6211,18113.0000,,18113.0000
Dec 2023,8401,19723.0000,,19723.0000
Mar 2023,89975,7526.6870,,7526.6870
Jul 2023,91219,,,
Jul 2023,262,1281.6630,,1281.6630
May 2023,5229,24170.0687,,24268.2807
Feb 2023,90289,,,
Apr 2023,7412,13556.9625,,13556.9625
Sep 2023,81867,,,
Feb 2023,9223,610.3600,,675.2400
May 2023,11127,,,
Aug 2023,8657,35184.9600,,43990.2400
Jun 2023,90984,,,
Jun 2023,81396,,6552706.0000,0.0000
May 2023,82598,,,
May 2023,11129,,,
Jul 2023,619,12211.2990,,12935.7190
Apr 2023,6207,12171.1900,,12213.2900
Mar 2023,82892,,,
Jul 2023,90013,0.0000,,0.0000
Jan 2023,82854,,,
Jun 2023,8482,208.4955,,208.4955
Sep 2023,6838,3284.8400,,3284.8400
Dec 2023,90417,,,
Nov 2023,9611,721.6700,,721.6700
May 2023,81976,,,
Mar 2023,8461,16078.0000,,16078.0000
Sep 2023,90515,,,
Sep 2023,90022,0.0000,,0.0000
Jun 2023,90823,,,
Feb 2023,8015,6088.9516,,6395.7428
Dec 2023,6202,7295.6550,,7331.7230
Sep 2023,3115,4551.2950,,4551.2950
Dec 2023,6619,73299.5900,,73299.5900
Aug 2023,90898,,,
Jul 2023,3248,0.0000,,0.0000
Jun 2023,5245,7498.0386,,7498.0386
Jan 2023,82859,,,
Jun 2023,5804,50992.0857,,54689.8221
May 2023,90989,,,
Dec 2023,90385,,,
Apr 2023,6835,7987.8800,,7987.8800
Jul 2023,4219,52944.0000,,52944.0000
Dec 2023,90041,0.0000,,0.0000
Sep 2023,9412,9623.4701,,9623.4701
Nov 2023,90373,,,
Nov 2023,5438,4025.4200,,4026.5630
Jan 2023,82844,,,
Nov 2023,90306,,,
Apr 2023,90441,,,
Jul 2023,82865,,,
Feb 2023,81868,,,
Mar 2023,90876,0.0000,,0.0000
Feb 2023,2822,25173.2500,,25173.2500
Nov 2023,3477,2807.5098,,2807.5098
Jan 2023,90544,,,
Jan 2023,90427,0.0000,,0.0000
Nov 2023,6694,63873.6992,,63873.6992
Jul 2023,90688,,,
Jul 2023,81938,,,
Mar 2023,6409,19592.9483,,19592.9483
Jun 2023,91058,,,
Aug 2023,2811,8219.6850,,8219.6850
Jan 2023,90782,7728.0000,,7728.0000
Dec 2023,82019,,,
Aug 2023,3016,53424.3770,,58228.9710
Jul 2023,90834,,,
